Question,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Choice 1.1,Choice 1.2,Choice 1.3,Choice 1.4,Choice 2.1,Choice 2.2,Choice 2.3,Choice 2.4,Choice 3.1,Choice 3.2,Choice 3.3,Choice 3.4,Choice 4.1,Choice 4.2,Choice 4.3,Choice 4.4,Choice 5.1,Choice 5.2,Choice 5.3,Choice 5.4,Synthesized Choice with Highest Probability (8b),Synthesized Choice with Highest Probability (70b),Ground Truth,Correctness (8b),Correctness (70b),Cosine Similarity
What is the current usage of the restored Banagher building?,The Banagher building is now a historic museum showcasing the restoration efforts and history of the area.,"The Banagher building currently serves as a Community Enterprise Centre, housing an exhibition hall, tourist office, retail and enterprise units, and a hostel.",The Banagher building is currently used as a research facility for studying woodlands in Ireland.,The Banagher building is now a vacant structure with no specific purpose.,"The Banagher building is now used as the headquarters for Crann, an NGO dedicated to planting native trees and protecting Ireland's woodlands.",The Banagher building has been transformed into a historic museum highlighting the restoration efforts and history of the area.,The Banagher building is now a historic museum that displays the restoration efforts and history of the area.,"The Banagher building serves as a historic museum, presenting the restoration efforts and history of the area.","The Banagher building has become a historic museum, exhibiting the restoration efforts and history of the area.","The Banagher building functions as a Community Enterprise Centre, accommodating an exhibition hall, tourist office, retail and enterprise units, and a hostel.","The Banagher building is home to a Community Enterprise Centre, which includes an exhibition hall, tourist office, retail and enterprise units, and a hostel.","Within The Banagher building, there is a Community Enterprise Centre that houses an exhibition hall, tourist office, retail and enterprise units, and a hostel.","The Banagher building is utilized as a hub for community activities, featuring an exhibition hall, tourist office, retail and enterprise units, and a hostel.",The Banagher building is currently utilized as a research facility for studying woodlands in Ireland.,The Banagher building serves as a research facility for studying woodlands in Ireland.,The Banagher building functions as a research facility for studying woodlands in Ireland.,The Banagher building is in use as a research facility for studying woodlands in Ireland.,The Banagher building is now an empty structure with no designated use.,The Banagher building is currently a deserted structure with no particular function.,The Banagher building is now a vacant structure with no specific purpose.,The Banagher building is currently an uninhabited structure with no defined role.,"The Banagher building is now used as the headquarters for Crann, an NGO dedicated to planting native trees and protecting Ireland's woodlands.","The Banagher building is now the headquarters for Crann, an NGO that focuses on planting native trees and safeguarding Ireland's woodlands.","Crann, an NGO committed to planting native trees and preserving Ireland's woodlands, now operates from The Banagher building.","The Banagher building is now home to Crann, an NGO that is devoted to planting native trees and conserving Ireland's woodlands.","The Banagher building is home to a Community Enterprise Centre, which includes an exhibition hall, tourist office, retail and enterprise units, and a hostel.","Within The Banagher building, there is a Community Enterprise Centre that houses an exhibition hall, tourist office, retail and enterprise units, and a hostel.","The Banagher building currently serves as a Community Enterprise Centre, housing an exhibition hall, tourist office, retail and enterprise units, and a hostel.",True,True,0.2367269694805145
What was the role of Harrie Massey in the development of computers?,Harrie Massey invented the All Purpose Electronic Computer.,Harrie Massey played a significant role in the advancement of computer programming languages.,Harrie Massey focused on the application of computers in scientific research.,Harrie Massey contributed to the establishment of the University of London computing unit.,Harrie Massey was a pioneer in the development of computer hardware.,Harrie Massey is credited with inventing the All Purpose Electronic Computer.,Harrie Massey is the inventor of the All Purpose Electronic Computer.,The All Purpose Electronic Computer was invented by Harrie Massey.,Harrie Massey created the All Purpose Electronic Computer.,Harrie Massey made a significant contribution to the development of computer programming languages.,Harrie Massey played a crucial role in the advancement of computer programming languages.,Harrie Massey was instrumental in the progress of computer programming languages.,Harrie Massey had a major impact on the evolution of computer programming languages.,Harrie Massey's focus was on utilizing computers in scientific research.,Harrie Massey concentrated on the use of computers in scientific research.,Harrie Massey's main interest lay in applying computers to scientific research.,Harrie Massey was dedicated to incorporating computers into scientific research.,Harrie Massey played a role in setting up the University of London computing unit.,Harrie Massey was involved in the establishment of the University of London computing unit.,The University of London computing unit was founded with Harrie Massey's contribution.,Harrie Massey helped create the University of London computing unit.,Harrie Massey was a trailblazer in the advancement of computer hardware.,Harrie Massey played a key role in the innovation of computer hardware.,Harrie Massey was instrumental in the progress of computer hardware.,Harrie Massey was a driving force in the evolution of computer hardware.,The University of London computing unit was founded with Harrie Massey's contribution.,Harrie Massey played a role in setting up the University of London computing unit.,Harrie Massey contributed to the establishment of the University of London computing unit.,True,True,0.5377714037895203
What is the expected completion date for the Dubai Snowdome project?,Late 2008.,Early 2009.,Mid 2010.,Late 2011.,Ongoing construction.,Late 2008.,Late in 2008.,Towards the end of 2008.,In the latter part of 2008.,"In the beginning of 2009,","At the start of 2009,","In early 2009,","During the early months of 2009,",Mid 2010.,Midway through 2010.,In the middle of 2010.,During the middle of 2010.,Late 2011.,Late in 2011.,In the latter part of 2011.,Towards the end of 2011.,Ongoing construction continues.,Construction is still in progress.,The construction work is ongoing.,The building project is currently underway.,Late 2008.,Late 2008.,Late 2008.,True,True,0.950006902217865
How did negotiations with the unions affect the composition of the EMD FT train sets?,"The unions required additional cab units to be added to the train sets, resulting in a total of six units in each set.","The unions required two crews for the two cab units, resulting in the production of extra boosters, and the renumbering of the earliest sets into four unit sets with one cab unit and three boosters.","The unions insisted on removing the cab units from the train sets, which led to the production of four unit sets with only boosters.","The unions requested that the first sets be converted into high-speed units, resulting in them being composed of three cab units and one booster.","The unions demanded that the FT train sets be discontinued, leading to the production of a new series of train sets that met their requirements.","The unions mandated the addition of extra cab units to the train sets, bringing the total to six units in each set.","The unions stipulated that more cab units needed to be included in the train sets, resulting in a total of six units in each set.","The unions demanded the incorporation of additional cab units into the train sets, resulting in a total of six units in each set.","The unions required that extra cab units be added to the train sets, resulting in a total of six units in each set.","The unions needed two crews for the two cab units, leading to the creation of additional boosters, and the reconfiguration of the initial sets into four unit sets with one cab unit and three boosters.","The unions necessitated two crews for the two cab units, resulting in the production of extra boosters, and the reordering of the original sets into four unit sets with one cab unit and three boosters.","Two crews were required by the unions for the two cab units, causing the generation of extra boosters, and the rearrangement of the earliest sets into four unit sets with one cab unit and three boosters.","The unions mandated two crews for the two cab units, which led to the manufacturing of extra boosters, and the reorganizing of the initial sets into four unit sets with one cab unit and three boosters.","The unions demanded the removal of the cab units from the train sets, resulting in the production of four unit sets with only boosters.",The production of four unit sets with only boosters was a result of the unions' insistence on removing the cab units from the train sets.,"Removing the cab units from the train sets, as demanded by the unions, led to the production of four unit sets with only boosters.",The unions' insistence on removing the cab units from the train sets meant that four unit sets with only boosters were produced.,"The unions requested that the first sets be converted into high-speed units, resulting in them being composed of three cab units and one booster.","The unions requested that the first sets be converted into high-speed units, which would consist of three cab units and one booster.","The unions requested that the first sets be transformed into high-speed units, comprising three cab units and one booster.","The unions asked for the first sets to be changed into high-speed units, made up of three cab units and one booster.","The unions insisted on the discontinuation of the FT train sets, resulting in the development of a new series of train sets that satisfied their demands.","The unions required that the FT train sets be stopped, prompting the creation of a new series of train sets that met their specifications.","The unions called for an end to the FT train sets, which led to the design of a new series of train sets that fulfilled their criteria.","The unions demanded that the FT train sets cease production, causing a new series of train sets to be made that adhered to their standards.","Two crews were required by the unions for the two cab units, causing the generation of extra boosters, and the rearrangement of the earliest sets into four unit sets with one cab unit and three boosters.","Two crews were required by the unions for the two cab units, causing the generation of extra boosters, and the rearrangement of the earliest sets into four unit sets with one cab unit and three boosters.","The unions required two crews for the two cab units, resulting in the production of extra boosters, and the renumbering of the earliest sets into four unit sets with one cab unit and three boosters.",True,True,0.9832899570465088
What type of hip-hop artist is Rick Ross based on his approach to his music?,"Rick Ross is the unrivaled leader in the hip-hop industry, as he has consistently produced unique and groundbreaking music.","Rick Ross is characterized by his willingness to innovate and explore new territory in his music, similar to artists like Kanye, Drake, and Kendrick Lamar.",Rick Ross has achieved success by sticking to his established style of brash hip-hop and has not deviated from his lane.,"Rick Ross' music is considered to be stale and unoriginal, lacking any new or different elements.",Rick Ross is known for consistently challenging the established formulas of hip-hop and experimenting with new and unexpected sounds.,"Rick Ross is the undisputed king of the hip-hop industry, having continuously delivered innovative and revolutionary music.","Rick Ross stands alone at the top of the hip-hop industry, consistently creating music that breaks new ground.","In the realm of hip-hop, Rick Ross reigns supreme, always pushing the boundaries with his music.","No one can rival Rick Ross in the world of hip-hop, where he consistently produces music that is both unique and groundbreaking.","Rick Ross, like Kanye, Drake, and Kendrick Lamar, is known for his boldness in pushing boundaries and venturing into uncharted musical territories.","Rick Ross, much like Kanye, Drake, and Kendrick Lamar, is recognized for his fearlessness in experimenting and breaking new ground in his music.","Rick Ross, similar to Kanye, Drake, and Kendrick Lamar, is celebrated for his daring approach to innovation and exploration in his musical endeavors.","Rick Ross, akin to Kanye, Drake, and Kendrick Lamar, is distinguished by his adventurous spirit in pushing the boundaries and exploring fresh musical landscapes.",Given Rick Ross has achieved success by sticking to his established style of brash hip-hop and has not deviated from his lane.,Rick Ross has found success by staying true to his signature brash hip-hop style and not straying from his lane.,Rick Ross has excelled by remaining loyal to his bold hip-hop sound and not veering off course.,Rick Ross has prospered by consistently embracing his distinctive brash hip-hop style and not wandering from his path.,"Rick Ross' music is often criticized for being unoriginal and repetitive, lacking any fresh or innovative elements.","Rick Ross' music is seen as uninspired and monotonous, with a lack of originality or creativity.","Critics argue that Rick Ross' music is stagnant and formulaic, devoid of any new or unique qualities.","Many believe that Rick Ross' music is predictable and uncreative, failing to bring anything fresh or different to the table.",Rick Ross is renowned for his continuous push against the conventional norms of hip-hop and his willingness to explore fresh and unconventional sounds.,Rick Ross is famous for his persistent defiance of the traditional rules of hip-hop and his eagerness to venture into uncharted musical territories.,Rick Ross is celebrated for his unwavering commitment to breaking the mold of hip-hop and his bold exploration of innovative sounds.,Rick Ross is well-known for his consistent efforts to challenge the established conventions of hip-hop and his daring experimentation with novel and unexpected musical elements.,Given Rick Ross has achieved success by sticking to his established style of brash hip-hop and has not deviated from his lane.,Given Rick Ross has achieved success by sticking to his established style of brash hip-hop and has not deviated from his lane.,Rick Ross has achieved success by sticking to his established style of brash hip-hop and has not deviated from his lane.,True,True,1.0
"Which stories from Young Men in Spats were included in the US edition of Eggs, Beans and Crumpets?",The Letter of the Law,There's Always Golf,Farewell to Legs,Tried in the Furnace,Trouble Down at Tudsleigh,The Letter of the Law,The Law's Letter,The Law's Written Word,The Legal Document,Given There's Always Golf,Given There's Always Golf,Given There's Always Golf,Given There's Always Golf,Farewell to Legs,Farewell to Limbs,Saying goodbye to Legs,Bidding adieu to Legs,Tried in the Furnace,Tested in the Furnace,Experimented in the Furnace,Put to the Test in the Furnace,Trouble Down at Tudsleigh,There is trouble at Tudsleigh,Problems have arisen at Tudsleigh,Tudsleigh is experiencing difficulties,Trouble Down at Tudsleigh,Trouble Down at Tudsleigh,"""Trouble Down at Tudsleigh""",True,True,0.9999999403953552
What was the plan devised by CS General Beauregard to counteract Butler's advance during the Battle of Drewry's Bluff?,"Beauregard planned a diversionary tactic, with Whiting feigning an attack from the rear to draw attention away from Hoke and Ransom's forces.","Beauregard planned a direct assault on the Union lines, with Whiting, Hoke, and Ransom attacking simultaneously.","Beauregard planned a converging attack on the Union lines, with Whiting attacking northward and Hoke and Ransom attacking en echelon from left to right.","Beauregard planned a defensive strategy, with Whiting defending Drewry's Bluff while Hoke and Ransom held their positions.","Beauregard planned a flanking maneuver, with Whiting attacking from the rear and Hoke and Ransom attacking from the front.",Beauregard devised a diversionary tactic where Whiting would simulate an attack from the rear to divert attention from Hoke and Ransom's forces.,"Beauregard came up with a plan involving a diversionary tactic, with Whiting pretending to launch an attack from the rear in order to distract from Hoke and Ransom's forces.","Beauregard orchestrated a strategy that involved a diversionary tactic, with Whiting feigning an attack from the rear to draw focus away from Hoke and Ransom's forces.","Beauregard formulated a plan that included a diversionary tactic, with Whiting pretending to attack from the rear to shift attention from Hoke and Ransom's forces.","Beauregard planned a direct assault on the Union lines, with Whiting, Hoke, and Ransom attacking simultaneously.","Beauregard's strategy involved a direct assault on the Union lines, with Whiting, Hoke, and Ransom launching their attacks at the same time.","The plan was for Beauregard to lead a direct assault on the Union lines, while Whiting, Hoke, and Ransom would also attack simultaneously.","Beauregard intended to launch a direct assault on the Union lines, coordinating with Whiting, Hoke, and Ransom to attack at the same time.","Beauregard planned a converging attack on the Union lines, with Whiting attacking northward and Hoke and Ransom attacking en echelon from left to right.","Beauregard's plan involved a converging attack on the Union lines, with Whiting moving northward and Hoke and Ransom attacking en echelon from left to right.","In Beauregard's strategy, the attack on the Union lines was to converge, with Whiting advancing northward and Hoke and Ransom attacking en echelon from left to right.","The Union lines were the target of Beauregard's converging attack plan, with Whiting attacking northward and Hoke and Ransom attacking en echelon from left to right.","Beauregard planned a defensive strategy, with Whiting defending Drewry's Bluff while Hoke and Ransom held their positions.",Beauregard's defensive strategy involved Whiting defending Drewry's Bluff while Hoke and Ransom maintained their positions.,"Whiting was tasked with defending Drewry's Bluff in Beauregard's defensive plan, while Hoke and Ransom were to hold their positions.","In Beauregard's defensive strategy, Whiting was to defend Drewry's Bluff while Hoke and Ransom were to maintain their positions.","Beauregard planned a flanking maneuver, with Whiting attacking from the rear and Hoke and Ransom attacking from the front.","Beauregard's plan involved a flanking maneuver, with Whiting attacking from the rear and Hoke and Ransom attacking from the front.",Whiting was to attack from the rear while Hoke and Ransom were to attack from the front as part of Beauregard's flanking maneuver.,The flanking maneuver devised by Beauregard included Whiting attacking from the rear and Hoke and Ransom attacking from the front.,"Beauregard planned a converging attack on the Union lines, with Whiting attacking northward and Hoke and Ransom attacking en echelon from left to right.","Beauregard planned a converging attack on the Union lines, with Whiting attacking northward and Hoke and Ransom attacking en echelon from left to right.","Beauregard planned a converging attack on the Union lines, with Whiting attacking northward and Hoke and Ransom attacking en echelon from left to right.",True,True,1.0
"How does Andrew Eldritch describe Patricia Morrison in relation to the song ""Lucretia My Reflection"" by the Sisters of Mercy?",Patricia Morrison is portrayed as a mysterious woman who greatly impacted the creation of the song.,"Patricia Morrison's connection to the song ""Lucretia My Reflection"" remains undisclosed and unrelated to historical figures.","Patricia Morrison's influence on the song is minimal, and the reference to Lucrezia Borgia is purely coincidental.","Patricia Morrison is compared to the character Lucrezia Borgia in the song, highlighting her powerful and intriguing personality.","Patricia Morrison is depicted as a manipulative and secretive individual, similar to the historical figure Lucrezia Borgia.",Patricia Morrison is depicted as an enigmatic figure who profoundly influenced the development of the song.,Patricia Morrison is characterized as a mysterious woman who had a significant impact on the creation of the song.,The song's creation was greatly influenced by the enigmatic presence of Patricia Morrison.,Patricia Morrison's mysterious aura left a lasting impression on the song's evolution.,"Patricia Morrison's connection to the song ""Lucretia My Reflection"" is not related to historical figures.","Patricia Morrison's involvement with the song ""Lucretia My Reflection"" has no connection to historical figures.","The link between Patricia Morrison and the song ""Lucretia My Reflection"" does not involve historical figures.","There is no correlation between Patricia Morrison and historical figures in relation to the song ""Lucretia My Reflection"".","Given Patricia Morrison's influence on the song is minimal, and the reference to Lucrezia Borgia is purely coincidental.","Given Patricia Morrison's involvement in the song is minimal, and the mention of Lucrezia Borgia is purely coincidental.","Patricia Morrison's impact on the song is minimal, and the allusion to Lucrezia Borgia is purely coincidental.","Patricia Morrison's contribution to the song is minimal, and the reference to Lucrezia Borgia is purely coincidental.","Patricia Morrison is likened to Lucrezia Borgia in the song, showcasing her commanding and enigmatic presence.","Patricia Morrison is compared to Lucrezia Borgia in the song, emphasizing her strong and captivating character.","The song draws parallels between Patricia Morrison and Lucrezia Borgia, underscoring their formidable and alluring personas.","Lucrezia Borgia serves as a metaphor for Patricia Morrison in the song, highlighting her influential and mysterious nature.","Patricia Morrison is portrayed as a cunning and enigmatic character, much like Lucrezia Borgia.","Patricia Morrison's character is shrouded in manipulation and secrecy, drawing parallels to Lucrezia Borgia.","Just like Lucrezia Borgia, Patricia Morrison is depicted as someone who is skilled in manipulation and keeps her true intentions hidden.",The character of Patricia Morrison mirrors the historical figure Lucrezia Borgia in her deceitful and secretive nature.,"Patricia Morrison is compared to Lucrezia Borgia in the song, emphasizing her strong and captivating character.","Patricia Morrison is compared to Lucrezia Borgia in the song, emphasizing her strong and captivating character.","Patricia Morrison is compared to the character Lucrezia Borgia in the song, highlighting her powerful and intriguing personality.",True,True,0.9999935626983644
Who was the first person to liquefy helium?,Aristotle,Galen,Kamerlingh Onnes,Hippocrates,Avicenna,"Given Aristotle, express this in four different ways while maintaining the original meaning without numbering off the choices.","Given the teachings of Aristotle, rephrase this in four different ways while keeping the original meaning intact.","With Aristotle as the source, provide four alternative ways to express this without changing the meaning.","If we consider Aristotle's perspective, how can we rephrase this in four different ways while preserving the original meaning?","Galen, please provide four different ways to express this sentence. Thank you.","Galen, could you rephrase this sentence in four different ways?","Galen, I would appreciate it if you could give me four alternative ways to say this sentence.","Galen, I'm looking for four different ways to convey the same message.",Kamerlingh Onnes,Kamerlingh Onnes,Kamerlingh Onnes,Kamerlingh Onnes,"Hippocrates was a Greek physician who is often referred to as the ""Father of Medicine"".","Hippocrates, known as the ""Father of Medicine"", was a Greek physician.","A Greek physician known as the ""Father of Medicine"" is Hippocrates.","Hippocrates, the ""Father of Medicine"", was a Greek physician.","Avicenna was a Persian polymath who made significant contributions to various fields such as medicine, philosophy, and astronomy. He is considered one of the most important figures in the history of medicine and his works had a lasting impact on both the Islamic world and Europe.","Avicenna, a Persian polymath, made notable contributions to medicine, philosophy, and astronomy, establishing himself as a key figure in the history of these fields. His influence extended across the Islamic world and Europe.","A Persian polymath, Avicenna, played a crucial role in advancing medicine, philosophy, and astronomy, leaving a lasting legacy in both the Islamic world and Europe.","Avicenna, a Persian polymath, left a profound mark on medicine, philosophy, and astronomy, shaping the course of these fields in the Islamic world and Europe.",Kamerlingh Onnes,Kamerlingh Onnes,Kamerlingh Onnes,True,True,0.999827206134796
What is the Evans balance?,The Evans balance is a system used to measure the magnetic field distortion around a sample immersed in water inside an MR scanner to determine its susceptibility.,"The Evans balance is a system used to measure the change in weight of a sample when an electromagnet is turned on, which is proportional to the susceptibility.",The Evans balance is a system used to measure the susceptibility of a sample by measuring the force change on a strong compact magnet upon insertion of the sample.,"The Evans balance is a system used to measure the magnetic susceptibility of most crystals, which is not a scalar quantity.",The Evans balance is a system used to measure the dependence of the NMR frequency of a liquid sample on its shape or orientation to determine its susceptibility.,The Evans balance is a system utilized for measuring the magnetic field distortion around a sample immersed in water within an MR scanner to determine its susceptibility.,The Evans balance is a system that is employed to measure the magnetic field distortion surrounding a sample submerged in water inside an MR scanner for the purpose of determining its susceptibility.,The Evans balance serves as a tool for gauging the magnetic field distortion around a sample placed in water inside an MR scanner to ascertain its susceptibility.,The Evans balance functions as a mechanism for evaluating the magnetic field distortion surrounding a sample immersed in water within an MR scanner in order to establish its susceptibility.,"The Evans balance is a system that measures the change in weight of a sample when an electromagnet is activated, which is directly related to the susceptibility.","The Evans balance is a device used to determine the weight variation of a sample upon activation of an electromagnet, which is proportionate to the susceptibility.","The Evans balance measures the weight change of a sample when an electromagnet is switched on, which is correlated to the susceptibility.","The Evans balance is a tool that quantifies the weight difference of a sample when an electromagnet is energized, which is linked to the susceptibility.",The Evans balance is a device that measures the susceptibility of a sample by detecting the force change on a strong compact magnet when the sample is inserted.,The Evans balance measures the susceptibility of a sample by observing the force change on a strong compact magnet as the sample is introduced.,A tool known as the Evans balance is utilized to gauge the susceptibility of a sample by monitoring the force variation on a strong compact magnet upon insertion of the sample.,"By measuring the force change on a strong compact magnet when a sample is inserted, the Evans balance determines the susceptibility of the sample.","The Evans balance is a system used to measure the magnetic susceptibility of most crystals, which is not a scalar quantity.","The Evans balance is a system used to measure the magnetic susceptibility of most crystals, which is a vector quantity.","The Evans balance is a system used to measure the magnetic susceptibility of most crystals, which is a physical property with direction.","The Evans balance is a system used to measure the magnetic susceptibility of most crystals, which is a quantity that has both magnitude and direction.",The Evans balance is a system utilized to assess how the NMR frequency of a liquid sample varies based on its shape or orientation for susceptibility determination.,The Evans balance is a tool used to measure how the NMR frequency of a liquid sample changes depending on its shape or orientation in order to determine its susceptibility.,The Evans balance is a device employed to gauge the relationship between the NMR frequency of a liquid sample and its shape or orientation for susceptibility analysis.,The Evans balance is a mechanism that helps determine the susceptibility of a liquid sample by measuring how its NMR frequency changes with different shapes or orientations.,"By measuring the force change on a strong compact magnet when a sample is inserted, the Evans balance determines the susceptibility of the sample.","By measuring the force change on a strong compact magnet when a sample is inserted, the Evans balance determines the susceptibility of the sample.",The Evans balance is a system used to measure the susceptibility of a sample by measuring the force change on a strong compact magnet upon insertion of the sample.,True,True,1.0
"What involvement did William Brooke, 10th Baron Cobham have in the events leading to the death of Mary, Queen of Scots?","He had no involvement in the events that led to the death of Mary, Queen of Scots.","He was involved in a minor capacity in the events that ended with the death of Mary, Queen of Scots.","He played a major role in the events that led to the death of Mary, Queen of Scots.","He was one of the main architects behind the plot to kill Mary, Queen of Scots.","His actions were instrumental in preventing the death of Mary, Queen of Scots.","He was not involved in the events that led to the death of Mary, Queen of Scots.","He had no part in the events that resulted in the death of Mary, Queen of Scots.","He played no role in the events that caused the death of Mary, Queen of Scots.","He was not implicated in the events that culminated in the death of Mary, Queen of Scots.","He played a small role in the events leading to the death of Mary, Queen of Scots.","He had a minor involvement in the events that resulted in the death of Mary, Queen of Scots.","His role in the events that led to the death of Mary, Queen of Scots was minor.","In a minor capacity, he was part of the events that culminated in the death of Mary, Queen of Scots.","He was heavily involved in the events that resulted in the death of Mary, Queen of Scots.","He played a significant part in the events that led to the demise of Mary, Queen of Scots.","He had a major role in the events that caused the death of Mary, Queen of Scots.","He played a crucial role in the events that ultimately led to the execution of Mary, Queen of Scots.","He played a key role in devising the plan to assassinate Mary, Queen of Scots.","He was instrumental in orchestrating the scheme to kill Mary, Queen of Scots.","He was a primary figure in the conspiracy to murder Mary, Queen of Scots.","He was heavily involved in the plot to eliminate Mary, Queen of Scots.","His intervention played a crucial role in saving the life of Mary, Queen of Scots.","His involvement was key in ensuring the survival of Mary, Queen of Scots.","Mary, Queen of Scots was spared death thanks to his actions.","He was pivotal in preventing the demise of Mary, Queen of Scots.","In a minor capacity, he was part of the events that culminated in the death of Mary, Queen of Scots.","In a minor capacity, he was part of the events that culminated in the death of Mary, Queen of Scots.","He was involved in a minor capacity in the events that ended with the death of Mary, Queen of Scots.",True,True,1.0
How does the portrayal of Mary Jane in the comics compare to other female characters in terms of revealing appearances?,Mary Jane's portrayal is less revealing than other female characters.,Mary Jane's portrayal is significantly less revealing than other female characters.,Mary Jane's portrayal is more revealing than other female characters.,Mary Jane's portrayal is equally revealing as other female characters.,Mary Jane's portrayal is significantly more revealing than other female characters.,Mary Jane's portrayal is more modest compared to other female characters.,Mary Jane's depiction is less revealing in comparison to other female characters.,Mary Jane's presentation is more conservative than that of other female characters.,Mary Jane's representation is less suggestive than other female characters.,Mary Jane's depiction is notably more modest compared to other female characters.,Mary Jane is shown in a much less revealing manner than the other female characters.,"In contrast to other female characters, Mary Jane is portrayed with significantly more modesty.",Mary Jane's portrayal is characterized by a distinct lack of revealing attire in comparison to other female characters.,"Mary Jane's portrayal is more revealing than other female characters. 

Mary Jane's depiction shows more skin compared to other female characters.",Mary Jane's representation is more revealing in comparison to other female characters.,Mary Jane's portrayal is characterized by more revealing clothing than other female characters.,Mary Jane's presentation is more revealing than that of other female characters.,Mary Jane's portrayal is just as revealing as other female characters.,Mary Jane's depiction is equally as revealing as that of other female characters.,Mary Jane's presentation is as revealing as other female characters.,Mary Jane's representation is on par with other female characters in terms of revealingness.,Mary Jane's portrayal is notably more revealing than that of other female characters.,Mary Jane's depiction is much more revealing compared to the other female characters.,Mary Jane's presentation is significantly more revealing than the other female characters.,Mary Jane's portrayal stands out for being more revealing than the other female characters.,Mary Jane's representation is on par with other female characters in terms of revealingness.,Mary Jane's depiction is equally as revealing as that of other female characters.,Mary Jane's portrayal is equally revealing as other female characters.,True,True,0.4111142456531524
How did the Persian Dari language contribute to the decline of Eastern Iranian languages like Bactrian and Khorezmian?,The Persian Dari language spread and led to the extinction of Eastern Iranian languages due to the influence of the Tahirids in Khorasan.,The Persian Dari language caused the extinction of Eastern Iranian languages due to the fact that it was only spoken by the Persian speaking Tajik population of Central Asia.,The Persian Dari language led to the decline of Eastern Iranian languages as a result of the Arab-Islamic army invasion of Central Asia.,The Persian Dari language played a significant role in the decline of Eastern Iranian languages because it was written in the Arabic script.,The Persian Dari language contributed to the extinction of Eastern Iranian languages as a result of the rule of the Samanids in Central Asia.,Given The Persian Dari language spread and led to the extinction of Eastern Iranian languages due to the influence of the Tahirids in Khorasan.,"Given the spread of the Persian Dari language, Eastern Iranian languages became extinct due to the influence of the Tahirids in Khorasan.",The spread of the Persian Dari language resulted in the extinction of Eastern Iranian languages because of the Tahirids' influence in Khorasan.,"Due to the Tahirids' influence in Khorasan, the spread of the Persian Dari language caused the extinction of Eastern Iranian languages.",The extinction of Eastern Iranian languages was caused by the Persian Dari language as it was exclusively spoken by the Persian-speaking Tajik population of Central Asia.,The Persian Dari language led to the disappearance of Eastern Iranian languages because it was only used by the Persian-speaking Tajik community in Central Asia.,"Due to being spoken solely by the Persian-speaking Tajik population of Central Asia, the Persian Dari language resulted in the extinction of Eastern Iranian languages.",The Persian Dari language contributed to the extinction of Eastern Iranian languages as it was limited to the Persian-speaking Tajik population in Central Asia.,"The decline of Eastern Iranian languages was a result of the Arab-Islamic army invasion of Central Asia, which led to the dominance of the Persian Dari language.","The dominance of the Persian Dari language was a consequence of the Arab-Islamic army invasion of Central Asia, resulting in the decline of Eastern Iranian languages.","Eastern Iranian languages declined due to the Arab-Islamic army invasion of Central Asia, leading to the rise of the Persian Dari language.",The Arab-Islamic army invasion of Central Asia caused the decline of Eastern Iranian languages and the rise of the Persian Dari language.,The Persian Dari language's use of the Arabic script contributed to the decline of Eastern Iranian languages.,The decline of Eastern Iranian languages was influenced by the fact that Persian Dari was written in the Arabic script.,The Arabic script used in Persian Dari played a key role in the decrease of Eastern Iranian languages.,Eastern Iranian languages saw a decline due to the adoption of the Arabic script in Persian Dari.,The Persian Dari language led to the disappearance of Eastern Iranian languages due to the dominance of the Samanids in Central Asia.,"The rule of the Samanids in Central Asia resulted in the extinction of Eastern Iranian languages, influenced by the Persian Dari language.","Eastern Iranian languages were extinguished as a consequence of the Samanids' rule in Central Asia, with Persian Dari playing a significant role.","The dominance of the Samanids in Central Asia, along with the Persian Dari language, contributed to the extinction of Eastern Iranian languages.",Given The Persian Dari language spread and led to the extinction of Eastern Iranian languages due to the influence of the Tahirids in Khorasan.,"Due to the Tahirids' influence in Khorasan, the spread of the Persian Dari language caused the extinction of Eastern Iranian languages.",The Persian Dari language spread and led to the extinction of Eastern Iranian languages due to the influence of the Tahirids in Khorasan.,True,True,0.6675229668617249
